LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
SIIKALA,Adeliina,w,FIN,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",BB,15,4.3,6.5,,10.8
SIMPSON,Landon,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,4.3,8.9,,13.2
SIMPSON,Landon,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,4.3,8.85,0.3,12.85
SITCHINAVA,Bidzina,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,92,4.3,7.066,,11.366
SITCHINAVA,Bidzina,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,75,4.3,8.466,,12.766
SITCHINAVA,Bidzina,m,GEO,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,43,4.3,7.033,,11.333
SITCHINAVA,Bidzina,m,GEO,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,51,4.3,7.4,,11.7
SITCHINAVA,Bidzina,m,GEO,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",PH,38,4.3,7.233,,11.533
SKALSKA,Kaja,w,POL,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",BB,16,4.3,6.833,,11.133
SKALSKA,Kaja,w,POL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,123,4.3,7.3,,11.6
SKOGVANG,Peder,m,NOR,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,44,4.3,6.1,,10.4
SKOGVANG,Peder,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,71,4.3,8.166,,12.466
SLOOFF,Floor,w,NED,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",UB,11,4.3,7.8,,12.1
SMITH,Kiplin Morrish,m,AUS,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",FX,77,4.3,6.866,0.3,10.866
SONS SANCHEZ,Oliver,m,BOL,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.3,6.567,0.3,10.567
SPONEVIK,Sebastian,m,NOR,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,14,4.3,8.35,0,12.65
STAAHL,Maya,w,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,100,4.3,5.2,,9.5
STEFANOVIC,Tara,w,SRB,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,25,4.3,5.9,0.4,9.8
STENE,Nore,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,123,4.3,5.366,,9.666
SUE DOMÍNGUEZ,Sebastián Andrés,m,PAN,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,4.3,3.367,,7.667
SULEKIC,Sara,w,CRO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,110,4.3,4.966,0.1,9.166
SULEKIC,Sara,w,CRO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,74,4.3,7.333,,11.633
SURMANOVA,Sara,w,SVK,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",UB,13,4.3,7.45,,11.75
SURMANOVA,Sara,w,SVK,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",UB,21,4.3,6.95,,11.25
TANNER,David,m,AUS,05-06 May 2023,Oceania Continental Championships 2023,AAfinal,"Carrara, Australia",SR,,4.3,8.833,0,13.133
TAPANES,Alex,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",PH,,4.3,6.85,,11.15
TAPANES,Alex,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",SR,,4.3,8.4,,12.7
TEYMUROVA,Nazanin,w,AZE,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,124,4.3,6.833,,11.133
THORNTON,Keira,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,57,4.3,5.1,0.1,9.3
THORPE,Heath,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,79,4.3,8.4,,12.7
THORPE,Heath,m,AUS,30 Sept 2022 - 2 Oct 2022,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",SR,16,4.3,8.25,,12.55
THORPE,Heath,m,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,43,4.3,8.6,,12.9
THORPE,Heath,m,AUS,05-06 May 2023,Oceania Continental Championships 2023,AAfinal,"Carrara, Australia",SR,,4.3,8.466,0,12.766
TIKHONOV,Ivan,m,AZE,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PH,27,4.3,6.65,,10.95
TIMBANG,Jan Gwynn,m,PHI,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,33,4.3,8,,12.3
TODD,Emily,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",UB,7,4.3,7.95,0,12.25
TODD,Emily,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,9,4.3,8.2,0,12.5
TOESSEBRO,Juliane,w,NOR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,51,4.3,7.5,,11.8
TOESSEBRO,Juliane,w,NOR,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,35,4.3,6.233,0.4,10.133
TOIBAZAROV,Alisher,m,KAZ,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",HB,9,4.3,8.266,,12.566
TREJO,Adickxon,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,8,4.3,7.6,,11.9
TREJO,Adickxon,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,8,4.3,8,,12.3
TREJO BASALO,Adickxon,m,VEN,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,33,4.3,8.033,,12.333
TREJO BASALO,Adickxon Gabriel,m,VEN,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,4.3,7.9,,12.2
TREJO BASALO,Adickxon Gabriel,m,VEN,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",SR,18,4.3,8.166,,12.466
TRIFONOV,Teodor,m,BUL,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PH,21,4.3,7.65,,11.95
TRIFONOV,Teodor,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,70,4.3,8.433,,12.733
TRIFONOV,Teodor,m,BUL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,110,4.3,7,,11.3
TRNKOVA,Lucie,w,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,86,4.3,7.033,,11.333
TSOLAKIDIS,Stefanos,m,GRE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,97,4.3,7.366,,11.666
TURISKI,Andy,w,ISR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,91,4.3,5.6,,9.9
TØSSEBRO,Juliane,w,NOR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,16,4.3,7.8,,12.1
TØSSEBRO,Juliane,w,NOR,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",BB,14,4.3,7.7,,12
USAKOVA,Elena,w,SVK,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,63,4.3,7.2,,11.5
VAETTOE,Olivia,w,FIN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,141,4.3,6.133,,10.433
VALENCIA,Johnny Adrian,m,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,17,4.3,8.033,,12.333
VALENCIA,Johnny Adrian,m,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",SR,24,4.3,6.733,,11.033
VALENZUELA,Yiseth,w,COL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,118,4.3,7.433,,11.733
VALENZUELA,Yiseth,w,COL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,136,4.3,6.433,,10.733
VALENZUELA,Yiseth,w,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,5,4.3,8,,12.3
VALENZUELA,Yiseth,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,21,4.3,7.6,,11.9
VALENZUELA ASTUDILLO,Yiseth Eliana,w,COL,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,4.3,8.267,,12.567
VALENZUELA ASTUDILLO,Yiseth Eliana,w,COL,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.3,6.833,,11.133
VAN DEN KEYBUS,Luka,m,BEL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,75,4.3,8.466,,12.766
VAN DEN KEYBUS,Luka,m,BEL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,63,4.3,8.7,,13
VAN DEN KEYBUS,Luka,m,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,22,4.3,8.1,,12.4
VARAS,Ignacio,m,CHI,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,21,4.3,8.15,,12.45
VARAS,Ignacio Javier,m,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,4.3,5.633,0.3,9.633
VARJOLAAKSO,Antti Juhani,m,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,61,4.3,7.966,,12.266
VASILOPOULOU,Christina,w,GRE,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,107,4.3,4.833,,9.133
VASQUEZ SEOANE,Diana Stephany,w,BOL,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,4.3,4.967,0.1,9.167
VEFIC,Petar,m,SRB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,63,4.3,8.3,,12.6
VEFIC,Petar,m,SRB,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,125,4.3,7.333,,11.633
VELLA CLARK,Tara,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,87,4.3,7,,11.3
VERMA,Siddharth,m,IND,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,24,4.3,5.9,,10.2
VILLAVERDE MEDEROS,Yohendry,m,CUB,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,4.3,7.6,,11.9
VILLEGAS JIMENEZ,Maria Jose,w,COL,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,4.3,5.967,,10.267
VOSS,Sarah,w,GER,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,44,4.3,7.9,0.1,12.1
WEN,Rachel Yeoh Li,w,MAS,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,47,4.3,5.5,0.4,9.4
WESTLUND,Emelie,w,SWE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,75,4.3,7.233,,11.533
WESTLUND,Emelie,w,SWE,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,20,4.3,7.666,,11.966
WHITEHOUSE,Luke,m,GBR,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,33,4.3,7.85,,12.15
WIBYE,Harald,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,82,4.3,7.9,,12.2
WIBYE,Harald,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,84,4.3,8.3,,12.6
WIBYE,Harald,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,83,4.3,8.266,,12.566
WIBYE,Harald,m,NOR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,84,4.3,8.566,,12.866
WIBYE,Harald,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,76,4.3,8.5,,12.8
WILLIAMS MEEHAN,Joshua Jack,m,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,44,4.3,8.433,,12.733
WOLFGANG,Natalie,w,GER,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",UB,34,4.3,6.033,,10.333
YASSINSKAYA,Darya,w,KAZ,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,17,4.3,7.633,,11.933
YASSINSKAYA,Darya,w,KAZ,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",FX,16,4.3,6.833,,11.133
YASUNAGA,Tucker,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,63,4.3,7.9,,12.2
YEATTS,Nick,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,48,4.3,7.85,,12.15
YEH,Cheng,m,TPE,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,50,4.3,8.3,,12.6
YERBOSSYNKYZY,Korkem,w,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,142,4.3,4.9,,9.2
YILMAZ,Hamza,m,TUR,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,29,4.3,5.3,,9.6
YOCKERS,Ignacio,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,30,4.3,7.65,,11.95
YUN,Boeun,w,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",FX,20,4.3,7.4,,11.7
YUN,Boeun,w,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",UB,14,4.3,8,,12.3
YUN,Boeun,w,KOR,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",UB,12,4.3,7.533,,11.833
ZEIDEL,Uri,m,ISR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",SR,22,4.3,8.133,,12.433
ZEIDEL,Uri,m,ISR,16-19 June 2022,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",SR,15,4.3,8.45,,12.75
ZEIDEL,Uri,m,ISR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,90,4.3,7.733,,12.033
ZEIDEL,Uri,m,ISR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,56,4.3,8.7,,13
ZHU,Aiyu,w,GER,24-27 Feb 2022,2022 Cottbus World Cup,final,"Cottbus, Germany",UB,7,4.3,7.5,,11.8
ZHU,Aiyu,w,GER,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",UB,7,4.3,7.866,,12.166
ZIVADINOVIC,Kristina,w,SRB,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,11,4.3,7.45,0.4,11.35
ZIVADINOVIC,Kristina,w,SRB,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,20,4.3,7.033,,11.333
ZLATANOV,Bozhidar,m,BUL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,114,4.3,6.966,,11.266
ZONNEVELD,Maya,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,30,4.3,6.25,,10.55
ZULFA,Luqman Al Hafiz,m,MAS,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,42,4.3,6.4,,10.7
AAS,Fredrik,m,NOR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",PH,33,4.2,6.666,,10.866
ABDELRAHMAN,Ahmed,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,94,4.2,8.066,,12.266
ABDELSALAM,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,110,4.2,8.433,0.3,12.333
ABDELSALAM,Jana,w,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,131,4.2,8.5,0.3,12.4
ABDURAKHIMOV,Rasuljon,m,UZB,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,17,4.2,7.633,,11.833
ACHONDO ANDINO,Barbara,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.2,8.1,,12.3
ACHONDO ANDINO,Barbara,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,26,4.2,7.233,,11.433
ACUNA,Francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,10,4.2,7.95,,12.15
ACUNA,Francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,7,4.2,7.65,,11.85
ACUNA,Francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,8,4.2,8,,12.2
ADALSTEINSDOTTIR,Thelma,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,108,4.2,6.833,,11.033
ADALSTEINSDOTTIR,Thelma,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,135,4.2,8.4,0.3,12.3
AFIFY,Mohamed,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,35,4.2,7.266,,11.466
AIMY,Muhammad Sharul,m,MAS,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,42,4.2,6.133,,10.333
AIMY,Muhammad Sharul,m,MAS,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,23,4.2,7.8,,12
ALTANSUKH,Enkhtulga,m,MGL,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,50,4.2,7,,11.2
ALVAREZ,Joel,m,CHI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,123,4.2,6.166,,10.366
ALVAREZ DIAZ,Alejandra Sofia,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,17,4.2,8.433,,12.633
ALVAREZ DIAZ,Alejandra Sofia,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,29,4.2,8.333,,12.533
AMORELLI,Mei,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,22,4.2,7.3,0,11.5
AN,Yeonjeong,w,KOR,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",UB,6,4.2,7.366,,11.566
AN,Yeonjeong,w,KOR,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",VT,6,4.2,8.533,,12.733
ANDERS,Caleigh,w,RSA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,85,4.2,8.8,,13
ANDREWS,Drake,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,22,4.2,8.9,,13.1
ANDREWS,Drake,m,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,10,4.2,8.7,,12.9
ANGONAS,Georgios,m,CYP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,43,4.2,8.533,,12.733
ANGONAS,Georgios,m,CYP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,88,4.2,8.466,,12.666
ROBERSON,Joscelyn,w,USA,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",UB,20,5.1,6.3,,11.4
ANTILA,Misella,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",BB,26,4.2,7.066,,11.266
ANTILA,Misella,w,FIN,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",UB,41,4.2,5.733,0.5,9.433
ANTON,Yefferson,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,26,4.2,6.6,,10.8
ANTON YEGUEZ,Yefferson Gregorio,m,VEN,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.2,6.033,,10.233
ARIPOVA,Dildora,w,UZB,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,150,4.2,7.633,0.3,11.533
ARIPOVA,Dildora,w,UZB,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT1,18,4.2,7.633,0.1,11.733
ARIPOVA,Dildora,w,UZB,23-26 Feb 2023,2023 Cottbus World Cup,final,"Cottbus, Germany",VT1,8,4.2,8.466,0.3,12.366
ARIPOVA,Dildora,w,UZB,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,8,4.2,8.566,,12.766
ARIPOVA,Dildora,w,UZB,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",VT1,12,4.2,8.433,0.1,12.533
ARMIJO,Josue,m,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,40,4.2,6.933,,11.133
ARMIJO,Josue,m,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,36,4.2,7.766,,11.966
ARMIJO,Josue,m,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,33,4.2,8.3,,12.5
ARMIJO SUBAIQUE,Leonardo,m,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.2,6.933,,11.133
ARNOLD,Manuel Helmut,m,AUT,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,73,4.2,8.5,,12.7
ARRAIZ,Valeria,w,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,9,4.2,7.35,,11.55
ARRAIZ REYES,Valeria Daniela,w,VEN,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.2,6.733,,10.933
ARRAIZ REYES,Valeria Daniela,w,VEN,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,4.2,6.967,,11.167
ARTAMONOVA,Sona,w,CZE,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,62,4.2,8.933,,13.133
ARTLIP,Michael,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,4.2,8.1,,12.3
ARTLIP,Michael,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,15,4.2,8.8,,13
ARTLIP,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,14,4.2,8.85,,13.05
AWAD,Nada,w,EGY,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,33,4.2,6.3,0.6,9.9
AZIMOV,Abdulla,m,UZB,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,111,4.2,8.166,,12.366
AZIZOV,Ilyas,m,KAZ,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,20,4.2,7.133,,11.333
AZIZOV,Ilyas,m,KAZ,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,135,4.2,7.3,,11.5
BACHURINA,Tatiana,w,CYP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,16,4.2,6.55,,10.75
BACHURINA,Tatiana,w,CYP,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,32,4.2,6.5,0.1,10.6
BACSKAY,Csenge Maria,w,HUN,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",VT1,6,4.2,8.766,,12.966
BACSKAY,Csenge Maria,w,HUN,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,8,4.2,8.8,,13
BACSKAY,Csenge Maria,w,HUN,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT1,4,4.2,8.767,,12.967
BAGO,Daniel,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,83,4.2,8.033,,12.233
BAILEY,Sacha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,40,4.2,7.15,0,11.35
BAILEY,Sacha,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,31,4.2,6.4,0,10.6
BAKER,Shannon,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,38,4.2,5.3,0,9.5
BALZSAY,Hanna,w,HUN,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,11,4.2,7.933,,12.133
